window_title,quadrant
attending Document Signature (Slack),2
researching Career Development,1
priority: thesis manuscript (StackOverflow),0
Designing capstone revision - time-sensitive,0
Final Report Drafting on Canvas [priority],0
replying Minor Revision (Canvas Notifications),2
Algorithm Practice cleanup,1
rescheduling Task Reminder,2
priority: source code (Proteus),0
rescheduling Administrative Task (Google Meet),2
checking Attendance Check,2
important: capstone revision (Microsoft Word),0
reacting Phone Call,2
updating Technical Support Request,2
Productivity Planning preventive review,1
developing Testing Strategy,1
Testing Embedded Systems - urgent,0
priority: Logic Gates (Google Docs),0
monitoring Administrative Task (Discord),2
Portfolio Building refactoring,1
high-priority: Capstone Project (Packet Tracer),0
Debugging Laboratory Exercise - critical,0
roadmap creation for Research,1
checking Reschedule Notice (Outlook),2
Study Session maintenance,1
Data Structures Debugging on StackOverflow [deadline],0
developing DevOps Learning,1
Formatting thesis manuscript - high-priority,0
outlining for Knowledge Review,1
monitoring Inbox Review,2
pressing: presentation slides (Jupyter Notebook),0
monitoring Unplanned Meeting (Discord),2
rush: Thesis (Tinkercad),0
capstone revision Testing on Jupyter Notebook [time-sensitive],0
Coding Project Proposal - rush,0
attending Chat Support (Gmail),2
pressing: Capstone Project (GitHub),0
practicing Git Practice,1
Debugging final report - instant,0
Microprocessors maintenance,1
learning System Analysis,1
forwarding Meeting Request,2
scheduling for DevOps Learning,1
capstone revision Submitting on Packet Tracer [instant],0
outlining for Cloud Fundamentals,1
thesis manuscript Debugging on Jupyter Notebook [high-priority],0
Reviewing simulation output - important,0
following up Notifications (Gmail),2
confirming Classroom Announcement (Facebook),2
Algorithms monitoring,1
updating Quick Call,2
mastering Learning Embedded Systems,1
Verification Request - Gmail,2
forwarding Announcement Review (Slack),2
practicing Research,1
deadline: Thesis (GitHub),0
accelerated: Microprocessors (GitHub),0
answering Unplanned Meeting (Slack),2
learning Technical Documentation,1
Project Proposal Simulating on Packet Tracer [final],0
studying Learning PostgreSQL,1
System Analysis Submitting on Packet Tracer [important],0
developing System Architecture,1
Coding capstone revision - time-sensitive,0
Thesis Troubleshooting on VS Code [important],0
following up Minor Formatting Request (Gmail),2
source code Coding on StackOverflow [priority],0
Administrative Task - Slack,2
Drafting thesis manuscript - final,0
Microprocessors cleanup,1
Minor Revision - Messenger,2
reacting Chat Support (Discord),2
Drafting Database Management - accelerated,0
roadmap creation for DevOps Learning,1
source code Submitting on Canvas [asap],0
Coding Microprocessors - instant,0
Testing Laboratory Exercise - critical,0
developing Productivity Planning,1
organizing for Data Structure Practice,1
Compiling submission - immediate,0
scheduling for Optimization,1
Project Proposal Coding on Canvas [deadline],0
Writing Microprocessors - instant,0
submission Coding on Excel [critical],0
emergency: Embedded Systems (Excel),0
strategizing for System Analysis,1
Laboratory Exercise Drafting on GitHub [mandatory],0
Group Chat - Gmail,2
System Analysis Reviewing on Packet Tracer [mandatory],0
Productivity Planning refactoring,1
roadmap creation for Data Structure Practice,1
Database Normalization monitoring,1
Urgent Reply - WhatsApp,2
researching Infrastructure Planning,1
outlining for Clean Code Practice,1
Personal Development backup management,1
preparing for Organizational Planning,1
immediate: laboratory exercise (GitHub),0
Drafting source code - important,0
Email Replies - Facebook,2
Thesis Formatting on Microsoft Word [emergency],0
Optimization maintenance,1
Database Management Formatting on Microsoft Word [important],0
responding Quick Question,2
Laboratory Exercise Simulating on Excel [immediate],0
Technical Documentation Designing on Excel [rush],0
mastering 8086 Assembly,1
Testing System Analysis - rush,0
Submitting submission - emergency,0
following up Social Media Message (Microsoft Teams),2
updating Messages (Zoom),2
important: PostgreSQL (Microsoft Word),0
monitoring Client Inquiry (WhatsApp),2
Design Patterns preventive review,1
priority: Database Management (StackOverflow),0
deadline: Final Report (VS Code),0
mandatory: Data Structures (GitHub),0
System Analysis maintenance,1
attending Administrative Task (Gmail),2
submission Debugging on Proteus [deadline],0
Minor Formatting Request - Canvas Notifications,2
Testing Final Report - asap,0
Writing Final Report - critical,0
Long-Term Planning maintenance,1
Drafting Laboratory Exercise - deadline,0
Designing Final Report - urgent,0
pressing: Capstone Project (Microsoft Word),0
Debugging submission - asap,0
planning for Future Proposal Drafting,1
Microprocessors monitoring,1
submission Drafting on Proteus [mandatory],0
Algorithms Writing on StackOverflow [rush],0
Troubleshooting Final Report - important,0
checking Messenger Chat (Telegram),2
updating Approval Request (Microsoft Teams),2
improving Database Management,1
checking Quick Question,2
strategizing for Research Notes,1
monitoring Team Mention,2
organizing for Project Proposal,1
final report Designing on StackOverflow [emergency],0
monitoring Verification Request (Outlook),2
checking Notifications,2
Project Proposal Compiling on GitHub [pressing],0
reacting Non-Critical Ticket,2
organizing for Requirement Analysis,1
Simulating presentation slides - priority,0
accelerated: Logic Gates (GitHub),0
Submitting laboratory exercise - mandatory,0
project proposal Submitting on Google Docs [high-priority],0
time-sensitive: Algorithms (VS Code),0
Data Structures Submitting on StackOverflow [immediate],0
outlining for Laboratory Exercise,1
Research Review monitoring,1
researching DevOps Learning,1
reacting Messages,2
confirming Task Reminder,2
replying Reminder Message (Facebook),2
Document Signature - Zoom,2
rescheduling Calendar Notification (Microsoft Teams),2
important: Logic Gates (Microsoft Word),0
outlining for Machine Learning Practice,1
immediate: submission (Jupyter Notebook),0
important: Database Management (Microsoft Word),0
time-sensitive: PostgreSQL (StackOverflow),0
reviewing quickly Chat Support (Outlook),2
reviewing Prototype Improvement,1
Event Reminder - Messenger,2
Writing Capstone Project - urgent,0
monitoring Messages,2
final: source code (Packet Tracer),0
practicing Study Session,1
source code Submitting on GitHub [instant],0
Performance Optimization optimization,1
instant: capstone revision (Tinkercad),0
studying Testing Strategy,1
mandatory: Embedded Systems (Jupyter Notebook),0
Technical Documentation Coding on Microsoft Word [high-priority],0
reviewing Code Refactoring,1
asap: Final Report (Tinkercad),0
asap: final report (Microsoft Word),0
Data Structures Testing on Canvas [critical],0
reacting Email Replies,2
Requirement Analysis maintenance,1
high-priority: presentation slides (VS Code),0
strategizing for Git Practice,1
improving Organizational Planning,1
instant: submission (Tinkercad),0
Testing Thesis - instant,0
Designing final report - final,0
Algorithms Testing on GitHub [important],0
submission Simulating on Tinkercad [emergency],0
mastering Learning Python,1
time-sensitive: Data Structures (Packet Tracer),0
preparing for Code Refactoring,1
important: PostgreSQL (Excel),0
confirming Announcement Review (Canvas Notifications),2
planning for Requirement Analysis,1
attending Team Mention (Discord),2
pressing: Data Structures (GitHub),0
studying Research Review,1
capstone revision Debugging on Packet Tracer [accelerated],0
rescheduling Administrative Task (WhatsApp),2
Laboratory Exercise Reviewing on Packet Tracer [mandatory],0
Academic Preparation backup management,1
System Analysis Testing on Google Docs [final],0
scheduling for Project Proposal,1
priority: project proposal (Excel),0
approving Technical Support Request (Microsoft Teams),2
Clean Code Practice backup management,1
Debugging capstone revision - instant,0
Embedded Systems Debugging on StackOverflow [important],0
Designing Circuit Simulation - accelerated,0
learning Laboratory Exercise,1
rush: System Analysis (Google Docs),0
researching Logic Gates,1
monitoring Announcement Review,2
reviewing quickly Approval Request,2
documentation Simulating on Canvas [important],0
attending Follow-Up Request (WhatsApp),2
Algorithms Coding on Microsoft Word [mandatory],0
preparing for System Analysis,1
critical: documentation (StackOverflow),0
Algorithms Coding on GitHub [mandatory],0
responding Document Signature (WhatsApp),2
organizing for System Architecture,1
Database Management Drafting on StackOverflow [final],0
Thesis Planning preventive review,1
Algorithms Coding on Microsoft Word [final],0
simulation output Formatting on Packet Tracer [priority],0
planning for Long-Term Planning,1
outlining for Git Practice,1
practicing Version Control Learning,1
responding Quick Question (Outlook),2
8086 Assembly Designing on Jupyter Notebook [deadline],0
monitoring Quick Question (Outlook),2
emergency: project proposal (Jupyter Notebook),0
rush: thesis manuscript (GitHub),0
simulation output Testing on StackOverflow [rush],0
instant: Thesis (StackOverflow),0
mastering Time Management,1
mandatory: capstone revision (StackOverflow),0
forwarding Reminder Message (Facebook),2
following up Reminder Message (Facebook),2
PostgreSQL Formatting on Excel [critical],0
urgent: Final Report (Tinkercad),0
reviewing quickly Clarification Request,2
Formatting source code - mandatory,0
Debugging Embedded Systems - urgent,0
Capstone Project Coding on Google Docs [critical],0
urgent: 8086 Assembly (Tinkercad),0
Writing final report - instant,0
Software Design preventive review,1
asap: Embedded Systems (Google Docs),0
monitoring Meeting Request,2
monitoring Administrative Task (Facebook),2
responding Classroom Announcement (Messenger),2
rush: final report (VS Code),0
answering Task Reminder,2
rush: 8086 Assembly (GitHub),0
preparing for Software Design,1
acknowledging Quick Question,2
time-sensitive: simulation output (GitHub),0
following up Minor Formatting Request,2
Coding project proposal - priority,0
Laboratory Exercise Testing on Canvas [deadline],0
Writing simulation output - asap,0
Data Structures Compiling on GitHub [immediate],0
accelerated: Circuit Simulation (Google Docs),0
responding Urgent Reply,2
thesis manuscript Testing on GitHub [important],0
Technical Support Request - Slack,2
rescheduling Chat Support (Canvas Notifications),2
attending Approval Request,2
Coding Database Management - instant,0
Writing PostgreSQL - priority,0
Database Management Simulating on Tinkercad [asap],0
Thesis Debugging on Proteus [high-priority],0
deadline: simulation output (Excel),0
Workflow Improvement refactoring,1
Final Report Testing on Jupyter Notebook [important],0
Final Report Coding on Canvas [critical],0
documentation Writing on Proteus [pressing],0
Submitting Database Management - deadline,0
approving Minor Revision (Canvas Notifications),2
documentation Simulating on Canvas [priority],0
presentation slides Coding on GitHub [critical],0
documentation Testing on GitHub [urgent],0
approving Clarification Request,2
submission Coding on Proteus [high-priority],0
strategizing for Optimization,1
monitoring Email Replies,2
Habit Tracking preventive review,1
checking Inbox Review (Zoom),2
developing Cybersecurity Learning,1
final: Embedded Systems (Microsoft Word),0
important: project proposal (GitHub),0
time-sensitive: Database Management (Google Docs),0
DevOps Learning maintenance,1
Microprocessors Reviewing on Excel [high-priority],0
emergency: Logic Gates (Canvas),0
checking Notifications (Messenger),2
checking Routine Request (Gmail),2
time-sensitive: 8086 Assembly (Google Docs),0
answering Classroom Announcement,2
Embedded Systems Compiling on VS Code [mandatory],0
checking Messages (Google Meet),2
mastering Habit Tracking,1
Administrative Task - Zoom,2
documentation Writing on VS Code [time-sensitive],0
confirming Calendar Notification (Facebook),2
Simulating Capstone Project - mandatory,0
outlining for 8086 Assembly,1
